Mon Dec  9 14:19:29 2024    test.prof

         22168758 function calls (21994485 primitive calls) in 205.113 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\data_types\table.py:1189(_JoinedTableType)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\data_types\table.py:1194(_PartitionedTableType)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\type\definition.py:468(GraphQLEnumValue)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\ast.py:669(Directive)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\ast.py:805(Name)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\visitor.py:20(Stack)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\validation\rules\fields_on_correct_type.py:33(OrderedCounter)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\util.py:1291(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\gitdb\base.py:42(binsha)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\gitdb\base.py:60(size)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\gitdb\exc.py:20(ODBError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\gitdb\db\base.py:136(CachingDB)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\gitdb\exc.py:28(BadObject)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\gitdb\exc.py:36(BadName)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\types.py:273(Has_Repo)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\types.py:280(Has_id_attribute)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\setuptools\_distutils\errors.py:12(DistutilsError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py:30(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\setuptools\_vendor\packaging\_elffile.py:17(ELFInvalid)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\setuptools\warnings.py:84(InformationOnly)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\email\_header_value_parser.py:693(InvalidParameter)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\launch\errors.py:12(ExecutionError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\artifacts\storage_layout.py:4(StorageLayout)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\errors.py:96(PydanticUserError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\errors.py:129(PydanticImportError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\functional_validators.py:586(FreeModelBeforeValidatorWithoutInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\json_schema.py:104(PydanticJsonSchemaWarning)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\annotated_types\__init__.py:83(SupportsLe)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_run.py:932(config)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1168(c_nvmlUnitFanInfo_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1238(nvmlNvLinkUtilizationControl_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1312(c_nvmlBridgeChipInfo_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\pynvml\pynvml.py:1538(c_nvmlGridLicensableFeature_t)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\watchdog_0_9_0\wandb_watchdog\utils\platform.py:48(is_bsd)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sentry_sdk\client.py:240(NonRecordingClient)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sentry_sdk\_init_implementation.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\colorama\winterm.py:23(WinStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\polyfills\sys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_api.py:58(OffloadPolicy)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\symbolic_opset13.py:390(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\_internal\io_adapter.py:476(ConvertComplexToRealRepresentationOutputStep)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\variables\builder.py:245(_missing)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\variables\misc.py:1534(TorchVersionVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\variables\misc.py:1543(NumpyTypeInfoVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\variables\optimizer.py:31(ArgMappingException)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_functorch\_aot_autograd\autograd_cache.py:50(BypassAOTAutogradCache)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\libmp\libmpf.py:132(h_mask_big)
        5    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\libmp\libmpf.py:49(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\calculus\inverselaplace.py:39(FixedTalbot)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\calculus\optimization.py:602(MDNewton)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\assumptions.py:497(getit)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\function.py:105(ArgumentIndexError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\logic\boolalg.py:415(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\logic\boolalg.py:343(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\polyerrors.py:147(UnivariatePolynomialError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\polyerrors.py:136(ComputationFailed)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\domains\groundtypes.py:25(_GMPYRational)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\printing\codeprinter.py:31(AssignmentError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\numberfields\exceptions.py:4(ClosureFailure)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\agca\modules.py:1328(QuotientModuleElement)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\integrals\transforms.py:453(MellinTransformStripError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\integrals\transforms.py:1516(InverseHankelTransform)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\simplify\hyperexpand.py:949(Operator)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\simplify\hyperexpand.py:1140(MeijerShiftC)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\simplify\hyperexpand.py:1151(MeijerShiftD)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\simplify\hyperexpand.py:1298(MeijerUnShiftD)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:676(InhomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\diophantine\diophantine.py:224(Univariate)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\ode\single.py:2485(NthLinearEulerEqNonhomogeneousVariationOfParameters)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\solvers\simplex.py:77(UnboundedLPError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\geometry\line.py:2834(Segment3D)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_numpy\_dtypes.py:161(complex128)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_numpy\linalg.py:15(LinAlgError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\source.py:240(UnspecializedParamBufferSource)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\checkpoint.py:1300(_CachedTorchDispatchMode)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\eval_frame.py:264(nothing)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\checkpoint.py:769(_Handle)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\tensor\_op_schema.py:121(StrategyType)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:276(reset)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencodeerrors}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\_core\_exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\_core\arrayprint.py:1292(BoolFormat)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ctypes\_endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ctypes\__init__.py:174(c_long)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\lib\_index_tricks_impl.py:455(RClass)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\linalg\linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_strobelight\cli_function_profiler.py:27(StrobelightCLIProfilerError)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\serialization.py:674(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\serialization.py:669(_open_zipfile_reader)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\tarfile.py:288(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\tarfile.py:731(OutsideDestinationError)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\tarfile.py:738(SpecialFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\parameter.py:214(_BufferMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\dataframe\dataframes.py:200(CaptureLikeMock)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\dataframe\dataframes.py:245(CaptureVariableAssign)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\dataframe\dataframes.py:325(CaptureMul)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\_typing.py:242(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\_typing.py:38(GenericMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\_typing.py:42(Integer)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\_typing.py:46(Boolean)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ctypes\wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_jit_internal.py:197(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\package\package_importer.py:714(_ExternNode)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\activation.py:1518(Softsign)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\activation.py:1541(Tanhshrink)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\activation.py:1673(Softmax2d)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\batchnorm.py:455(LazyBatchNorm2d)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\backends\cuda\__init__.py:127(cuBLASModule)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributions\utils.py:154(_lazy_property_and_property)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\jit\frontend.py:187(FrontendTypeError)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\urllib\error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\email\errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\email\errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\urllib\request.py:1240(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\urllib\request.py:1642(DataHandler)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\util.py:388(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\ao\nn\intrinsic\modules\fused.py:90(ConvBn1d)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\ao\nn\intrinsic\modules\fused.py:127(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\ao\nn\intrinsic\modules\fused.py:140(ConvBn3d)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\ao\nn\intrinsic\modules\fused.py:165(BNReLU2d)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\fx\config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\argparse.py:1011(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\argparse.py:988(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\argparse.py:1045(_AppendAction)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\asyncio\events.py:667(_Local)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\asyncio\base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\asyncio\proactor_events.py:592(_ProactorDuplexPipeTransport)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\asyncio\windows_events.py:897(WindowsProactorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\fx\experimental\proxy_tensor.py:1496(_AttrProxy)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\importlib\resources\_adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\importlib\abc.py:186(FileLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\_docstring.py:78(_ArtistKwdocLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\rcsetup.py:375(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\ticker.py:263(NullFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\ticker.py:333(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\ticker.py:369(StrMethodFormatter)
